symbol,action,add_shares,price_run,rationale,prev_shares,target_shares,mu_mean_q,mu_sd_q,run_name,run_ts,target_value_usd,target_weight
AAPL,Keep,0,255.46,"PE_ttm 38.9 vs med 16.5; ROA 0.2% vs med 0.0%; ROE 1.5% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 27.85%; RSI14: 74.2; MACD hist: 1.155; mean=0.18, 30d imbalance=0.00 (pos=0, neg=0); implied=-5.37%, rating balance=0.57 (SB=5,B=22,H=15,S=1,SS=1); regime=Mixed, beta_1y=1.25 -> score=-0.10",23,23,-0.013712793424869418,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,5875.58,0.08039123612686852
ACCO,Keep,0,4.06,"PE_ttm 4.6 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 16.09%; RSI14: 55.1; MACD hist: -0.000; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=114.60%, rating balance=1.00 (SB=1,B=1,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.10 -> score=-0.04",0,0,0.21034570414185239,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
ADV,Keep,0,1.56,"ROA 0.0% vs med 0.0%; ROE -0.4% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: 16.39%; RSI14: 50.7; MACD hist: -0.020; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=62.82%, rating balance=0.00 (SB=0,B=0,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.53 -> score=-0.21",0,0,0.12959908406268061,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
ALK,New,19,50.88,"PE_ttm 14.2 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 10.53%; RSI14: 24.2; MACD hist: -1.118; mean=0.16, 30d imbalance=0.00 (pos=0, neg=0); implied=30.27%, rating balance=0.93 (SB=4,B=9,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.57 -> score=-0.23",0,19,0.068336836836413,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,966.72,0.013226918157622966
AMRK,Keep,0,26.65,"PE_ttm 22.4 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 26.58%; RSI14: 73.2; MACD hist: 0.207; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=44.65%, rating balance=0.60 (SB=2,B=1,H=2,S=0,SS=0); regime=Mixed, beta_1y=0.70 -> score=0.12",0,0,0.09667815827851789,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
AMTM,Keep,0,22.57,"PE_ttm 14.6 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 2.33%; RSI14: 22.4; MACD hist: -0.177; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=18.85%, rating balance=0.33 (SB=2,B=2,H=4,S=1,SS=0); No beta data",0,0,0.04412154678115909,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
AMZN,Keep,0,219.78,"PE_ttm 34.7 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 6.98%; RSI14: 52.7; MACD hist: -0.535; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=16.29%, rating balance=0.94 (SB=15,B=49,H=4,S=0,SS=0); regime=Mixed, beta_1y=1.32 -> score=-0.13",50,50,0.03845890282942288,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,10989.0,0.1503543979995436
ARCO,Keep,0,6.92,"PE_ttm 10.7 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -8.89%; RSI14: 51.6; MACD hist: 0.001; mean=0.14, 30d imbalance=0.00 (pos=0, neg=0); implied=46.20%, rating balance=0.78 (SB=3,B=4,H=2,S=0,SS=0); regime=Mixed, beta_1y=0.67 -> score=0.13",0,0,0.09960157056705521,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
ARDT,Increase,75,13.26,"PE_ttm 7.7 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -1.21%; RSI14: 55.1; MACD hist: -0.040; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=46.43%, rating balance=0.73 (SB=2,B=7,H=1,S=0,SS=1); regime=Mixed, beta_1y=0.65 -> score=0.14",190,265,0.1000400285364671,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,3513.9,0.048078107118991374
ASIX,Keep,0,19.46,"PE_ttm 6.5 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -16.28%; RSI14: 39.4; MACD hist: -0.085; mean=0.19, 30d imbalance=0.00 (pos=0, neg=0); implied=40.28%, rating balance=0.00 (SB=0,B=0,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.13 -> score=-0.05",0,0,0.08830186545999452,0.12611040440933424,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
ASML,Keep,0,951.52,"PE_ttm 39.9 vs med 16.5; ROA 0.2% vs med 0.0%; ROE 0.6% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 17.76%; RSI14: 93.2; MACD hist: 17.162; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=-9.99%, rating balance=0.59 (SB=4,B=19,H=13,S=1,SS=0); regime=Mixed, beta_1y=1.36 -> score=-0.15",0,0,-0.025956709184648874,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
ATR,Keep,0,132.29,"PE_ttm 22.6 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -13.75%; RSI14: 35.7; MACD hist: 0.056; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=33.26%, rating balance=0.86 (SB=2,B=4,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.70 -> score=0.12",0,0,0.07441808992120547,0.11518019467423857,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
AVGO,Keep,0,334.53,"PE_ttm 53.9 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 28.44%; RSI14: 65.7; MACD hist: -0.809; mean=0.22, 30d imbalance=0.00 (pos=0, neg=0); implied=9.18%, rating balance=0.91 (SB=7,B=33,H=2,S=0,SS=1); regime=Mixed, beta_1y=1.79 -> score=-0.32",13,13,0.02219220905066721,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,4348.889999999999,0.05950266065303803
AVNW,Keep,0,22.54,"PE_ttm 7.4 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 2.00%; RSI14: 59.1; MACD hist: 0.091; mean=0.15, 30d imbalance=0.00 (pos=0, neg=0); implied=43.05%, rating balance=1.00 (SB=1,B=6,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.88 -> score=0.05",0,0,0.09364120005583709,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
AXON,Keep,0,708.84,"PE_ttm 60.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -2.31%; RSI14: 64.7; MACD hist: 4.138; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=14.53%, rating balance=0.89 (SB=6,B=10,H=2,S=0,SS=0); regime=Mixed, beta_1y=1.11 -> score=-0.04",2,2,0.03449221780111422,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,1417.68,0.019397071886067246
BRZE,Keep,0,31.58,"ROA -0.1% vs med 0.0%; ROE -0.2% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: 21.96%; RSI14: 72.7; MACD hist: 0.285; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=38.16%, rating balance=1.00 (SB=7,B=12,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.39 -> score=-0.15",0,0,0.08417006140169514,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
BTM,Keep,0,3.54,"ROA 0.3% vs med 0.0%; ROE 0.7% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: -33.15%; RSI14: 51.0; MACD hist: 0.046; mean=0.12, 30d imbalance=0.00 (pos=0, neg=0); implied=103.31%, rating balance=1.00 (SB=1,B=3,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.77 -> score=0.09",0,0,0.19409102521001387,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
BWMX,Keep,0,12.82,"PE_ttm 3.0 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.4% vs med 0.1%; Revenue TTM positive; Trend: bullish; 3M momentum: 56.32%; RSI14: 49.1; MACD hist: -0.105; mean=0.18, 30d imbalance=0.00 (pos=0, neg=0); implied=42.70%, rating balance=1.00 (SB=0,B=1,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.56 -> score=0.17",80,80,0.0929578875073247,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,1025.6,0.014032529856068057
CAL,Keep,0,13.65,"PE_ttm 6.7 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 13.52%; RSI14: 45.7; MACD hist: -0.144; mean=0.16, 30d imbalance=0.00 (pos=0, neg=0); implied=33.15%, rating balance=0.50 (SB=0,B=1,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.33 -> score=-0.13",0,0,0.0741932201331188,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CBZ,Keep,0,52.59,"PE_ttm 13.9 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -24.80%; RSI14: 24.0; MACD hist: -0.260; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=76.61%, rating balance=1.00 (SB=1,B=2,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.72 -> score=0.11",0,0,0.15280410757859264,0.11655789332660466,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CCJ,Keep,0,85.58,"PE_ttm 60.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 19.31%; RSI14: 68.6; MACD hist: 0.800; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=1.88%, rating balance=0.94 (SB=7,B=9,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.15 -> score=-0.06",0,0,0.004659717163861599,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CDE,Keep,0,18.44,"PE_ttm 36.5 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 100.34%; RSI14: 81.2; MACD hist: 0.187; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=-23.67%, rating balance=1.00 (SB=4,B=5,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.20 -> score=-0.08",0,0,-0.0652995442358747,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CG,Keep,0,63.99,"PE_ttm 17.3 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 37.98%; RSI14: 62.4; MACD hist: 0.149; mean=0.28, 30d imbalance=0.00 (pos=0, neg=0); implied=0.43%, rating balance=0.38 (SB=2,B=6,H=6,S=0,SS=2); regime=Mixed, beta_1y=1.75 -> score=-0.30",0,0,0.00106776786419438,0.03521283093221847,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CHE,Keep,0,462.23,"PE_ttm 20.4 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.2% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -18.20%; RSI14: 44.5; MACD hist: 0.059; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=26.89%, rating balance=0.75 (SB=1,B=2,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.29 -> score=0.28",0,0,0.06134373651103364,0.08720656579870496,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CHMI,Keep,0,2.52,"PE_ttm 7.8 vs med 16.5; ROA -0.0% vs med 0.0%; ROE -0.0% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: -15.82%; RSI14: 25.7; MACD hist: -0.052; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=60.00%, rating balance=0.67 (SB=0,B=2,H=1,S=0,SS=0); regime=Mixed, beta_1y=0.80 -> score=0.08",0,0,0.12468265038069815,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CIVI,Keep,0,33.29,"PE_ttm 4.7 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: 9.73%; RSI14: 33.9; MACD hist: -0.394; Empty news feed; implied=28.22%, rating balance=0.44 (SB=2,B=5,H=9,S=0,SS=0); regime=Mixed, beta_1y=1.78 -> score=-0.31",0,0,0.0641177081801727,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CLDX,Keep,0,26.14,"ROA -0.2% vs med 0.0%; ROE -0.3% vs med 0.1%; Revenue TTM positive; Trend: bullish; 3M momentum: 14.83%; RSI14: 65.9; MACD hist: 0.101; mean=0.10, 30d imbalance=0.00 (pos=0, neg=0); implied=126.27%, rating balance=0.87 (SB=2,B=11,H=2,S=0,SS=0); regime=Mixed, beta_1y=1.09 -> score=-0.04",0,0,0.22646554078188896,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CLS,Keep,0,243.79,"PE_ttm 53.8 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 77.13%; RSI14: 79.9; MACD hist: 0.678; mean=0.28, 30d imbalance=0.00 (pos=0, neg=0); implied=-9.22%, rating balance=0.87 (SB=5,B=8,H=2,S=0,SS=0); regime=Mixed, beta_1y=2.09 -> score=-0.44",0,0,-0.023880458052255027,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CMPS,Keep,0,5.8,"ROA -0.4% vs med 0.0%; ROE -0.7% vs med 0.1%; Trend: bullish; 3M momentum: 99.21%; RSI14: 64.1; MACD hist: -0.028; mean=0.17, 30d imbalance=0.00 (pos=0, neg=0); implied=195.63%, rating balance=0.90 (SB=4,B=5,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.32 -> score=-0.13",0,0,0.25,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CRM,Keep,0,243.43,"PE_ttm 23.4 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -7.92%; RSI14: 47.1; MACD hist: 0.299; Empty news feed; implied=34.04%, rating balance=0.76 (SB=9,B=34,H=11,S=0,SS=1); regime=Mixed, beta_1y=1.06 -> score=-0.03",0,0,0.07598731835027683,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CRNT,New,421,2.37,"PE_ttm 9.1 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: 0.41%; RSI14: 85.1; MACD hist: 0.067; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=92.31%, rating balance=1.00 (SB=1,B=4,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.48 -> score=-0.19",0,421,0.17760370692481797,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,997.7700000000001,0.01365175245172487
CRNX,Keep,0,45.91,"ROA -0.2% vs med 0.0%; ROE -0.4% vs med 0.1%; Revenue TTM positive; Trend: neutral; 3M momentum: 8.99%; RSI14: 51.8; MACD hist: -0.133; mean=0.18, 30d imbalance=0.00 (pos=0, neg=0); implied=107.59%, rating balance=0.88 (SB=5,B=10,H=2,S=0,SS=0); regime=Mixed, beta_1y=1.15 -> score=-0.06",0,0,0.20033541138856603,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CRTO,Keep,0,22.25,"PE_ttm 4.7 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -8.96%; RSI14: 37.5; MACD hist: -0.089; mean=0.26, 30d imbalance=0.00 (pos=0, neg=0); implied=70.86%, rating balance=0.69 (SB=0,B=9,H=4,S=0,SS=0); regime=Mixed, beta_1y=1.12 -> score=-0.05",150,150,0.14329880035106957,0.13859231992132226,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,3337.5,0.045664555766992146
CSTM,Keep,0,15.33,"PE_ttm 60.0 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 15.52%; RSI14: 61.4; MACD hist: 0.096; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=22.80%, rating balance=1.00 (SB=1,B=3,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.53 -> score=-0.21",0,0,0.05269791614383035,0.09102785457200986,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CTRA,Keep,0,23.83,"PE_ttm 11.1 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -13.84%; RSI14: 29.8; MACD hist: -0.096; mean=0.19, 30d imbalance=0.00 (pos=0, neg=0); implied=43.20%, rating balance=0.80 (SB=7,B=13,H=5,S=0,SS=0); regime=Mixed, beta_1y=0.70 -> score=0.12",170,170,0.09392709734709204,0.03381631647392113,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,4051.1,0.05542821928619082
CVE,Keep,0,17.77,"PE_ttm 18.2 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 24.65%; RSI14: 51.6; MACD hist: -0.016; mean=0.21, 30d imbalance=0.00 (pos=0, neg=0); implied=-10.88%, rating balance=0.87 (SB=7,B=7,H=0,S=0,SS=1); regime=Mixed, beta_1y=1.10 -> score=-0.04",0,0,-0.028395628471245216,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CVNA,Keep,0,369.29,"PE_ttm 60.0 vs med 16.5; ROA 0.1% vs med 0.0%; ROE 0.9% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 21.02%; RSI14: 65.2; MACD hist: 1.901; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=6.81%, rating balance=0.55 (SB=6,B=7,H=8,S=1,SS=0); regime=Mixed, beta_1y=2.08 -> score=-0.43",0,0,0.01659644644304481,0.15,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CVS,Keep,0,75.77,"PE_ttm 11.9 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 11.17%; RSI14: 54.1; MACD hist: -0.120; mean=0.25, 30d imbalance=0.00 (pos=0, neg=0); implied=9.81%, rating balance=0.81 (SB=7,B=14,H=5,S=0,SS=0); regime=Mixed, beta_1y=0.34 -> score=0.26",35,35,0.023670386626208684,0.04504142937191213,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,2651.95,0.0362846797501947
CWAN,Keep,0,18.09,"PE_ttm 46.4 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.3% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -16.91%; RSI14: 28.8; MACD hist: -0.155; Empty news feed; implied=64.51%, rating balance=1.00 (SB=5,B=7,H=0,S=0,SS=0); regime=Mixed, beta_1y=1.08 -> score=-0.03",0,0,0.13253029386079773,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
CWT,New,21,45.67,"PE_ttm 19.8 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.1% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: neutral; 3M momentum: -2.64%; RSI14: 43.9; MACD hist: -0.121; mean=0.30, 30d imbalance=0.00 (pos=0, neg=0); implied=22.25%, rating balance=1.00 (SB=0,B=5,H=0,S=0,SS=0); regime=Mixed, beta_1y=0.05 -> score=0.38",0,21,0.05150001342308541,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,959.07,0.013122248838786266
DAR,Keep,0,32.11,"PE_ttm 39.5 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -19.16%; RSI14: 41.1; MACD hist: -0.001; mean=0.23, 30d imbalance=0.00 (pos=0, neg=0); implied=47.89%, rating balance=0.83 (SB=3,B=7,H=2,S=0,SS=0); regime=Mixed, beta_1y=0.84 -> score=0.07",0,0,0.10276187707292617,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
DAVA,Keep,0,8.89,"PE_ttm 9.4 vs med 16.5; ROA 0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bearish; 3M momentum: -38.01%; RSI14: 14.2; MACD hist: -0.137; mean=0.11, 30d imbalance=0.00 (pos=0, neg=0); implied=92.02%, rating balance=0.55 (SB=1,B=5,H=5,S=0,SS=0); regime=Mixed, beta_1y=1.45 -> score=-0.18",0,0,0.17716588329684124,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
DBRG,Keep,0,11.8,"PE_ttm 60.0 vs med 16.5; ROA -0.0% vs med 0.0%; ROE 0.0% vs med 0.1%; EPS positive; Revenue TTM positive; Trend: bullish; 3M momentum: 19.15%; RSI14: 68.2; MACD hist: 0.055; mean=0.20, 30d imbalance=0.00 (pos=0, neg=0); implied=33.93%, rating balance=0.89 (SB=3,B=5,H=1,S=0,SS=0); regime=Mixed, beta_1y=1.61 -> score=-0.24",0,0,0.07576722608363995,0.02,RunSept27-Manual-20250927-1339UTC,20250927-1354UTC,0.0,0.0
